Date,year_month,usd_ngn_rate,oil_price,external_reserves,mpr,fx_return,oil_return,reserves_change,mpr_change,volatility,spike
2021-11-01,2021-11,410.8054545454545,80.77,36156572756.31125,11.5,0.0957141511448878,-3.4429169157202733,-0.2640543006352858,0.0,0.0042680458064631,0
2021-12-01,2021-12,411.1328571428572,74.31,36137595471.125,11.5,0.0796977240151264,-7.998019066485074,-0.0524864049315509,0.0,0.0094932005015882,0
2022-01-01,2022-01,414.535,85.53,38737807996.76714,11.5,0.8275044910751816,15.098909971740015,7.19531139729479,0.0,0.4271979612182384,0
2022-02-01,2022-02,416.149,95.76,39069807357.60714,11.5,0.3893519244454468,11.960715538407584,0.8570421972965203,0.0,0.37573890676665,0
2022-03-01,2022-03,415.8273913043478,115.59,38951205619.11,11.5,-0.0772821022403502,20.70802005012531,-0.3035636633975991,0.0,0.452468003647543,0
2022-04-01,2022-04,415.4015789473684,105.78,39245276710.01556,11.5,-0.1024012284625452,-8.486893329872824,0.7549730136242161,0.0,0.2769474826142216,0
2022-05-01,2022-05,415.075165,112.37,38981749477.46,13.0,-0.0785779264959818,6.229911136320676,-0.6714877678217657,1.5,0.0141433104285366,0
2022-06-01,2022-06,415.02476190476193,120.08,38897632066.5625,13.0,-0.0121431247851466,6.8612619026430455,-0.2157866489448823,0.0,0.0467754527403665,0
2022-07-01,2022-07,415.10526315789474,108.92,38894476422.64,14.0,0.0193967349715107,-9.293804130579607,-0.0081126890117633,1.0,0.0500122983566819,0
2022-08-01,2022-08,419.9727272727272,98.6,38812863123.420006,14.0,1.172585497423806,-9.474843922144704,-0.2098326207895406,0.0,0.6750828335447505,0
2022-09-01,2022-09,428.7495238095238,90.16,38673664105.04,15.5,2.0898491656333285,-8.559837728194719,-0.3586414584705322,1.5,1.0374640737953995,0
2022-10-01,2022-10,436.1155555555556,93.13,39130059180.83572,15.5,1.718026805157269,3.294143744454292,1.1801185286093308,0.0,0.4613622446894211,0
2022-11-01,2022-11,441.8792727272727,91.07,39117416361.70625,16.5,1.3216032077495663,-2.2119617738644903,-0.0323097367960434,1.0,0.3841886229740957,0
2022-12-01,2022-12,445.9705,80.9,39151887272.485,16.5,0.9258699208669174,-11.167233995827374,0.0881216449982513,0.0,0.3960784922750389,0
2023-01-01,2023-01,454.9704761904762,83.09,34830695812.594,17.5,2.018065363174504,2.707045735475888,-11.03699402743179,1.0,0.5529549789515056,0
2023-02-01,2023-02,460.426,82.71,35586797085.804,17.5,1.1990940280792728,-0.4573354194247314,2.17079003324594,0.0,0.5683684756486646,0
2023-03-01,2023-03,460.4313636363637,78.53,35108082125.21667,18.0,0.0011649290795334,-5.053802442268163,-1.345203839033604,0.5,1.014366430749631,0
2023-04-01,2023-04,460.4175,84.11,34422216714.09875,18.0,-0.0030110104260017,7.105564752323956,-1.9535826784035315,0.0,0.6928333239075679,0
2023-05-01,2023-05,460.70238095238096,75.7,34784980198.60286,18.5,0.0618744840022333,-9.99881108072761,1.0538643908877932,0.5,0.0363162404370022,0
2023-06-01,2023-06,607.7488888888888,74.89,34785507659.31,18.5,31.917896241935598,-1.0700132100396331,0.0015163461474676,0.0,18.410842150678416,1
2023-07-01,2023-07,769.8165238095238,80.1,34641596799.06286,18.75,26.666874737843397,6.956870076111632,-0.4137092425288258,0.25,17.079253435992896,1
2023-08-01,2023-08,761.6203478260869,86.163,34610563935.51,18.75,-1.0646921350657923,7.569288389513118,-0.089582659058307,0.0,17.72222787024711,1
2023-09-01,2023-09,761.3271578947368,94.0,35396365652.23143,18.75,-0.0384955486269378,9.095551454800788,2.2704100348830414,0.0,15.722964535980196,1
2023-10-01,2023-10,796.438,91.061,35024668898.815,18.75,4.611794251810686,-3.126595744680849,-1.0500986374373578,0.0,3.02491797030562,1
2023-11-01,2023-11,832.6758095238094,83.183,34279778529.62572,18.75,4.549984998682821,-8.651343604836315,-2.126759203181172,0.0,2.6671823255034144,1
2023-12-01,2023-12,898.8976315789474,77.858,34268108924.37875,18.75,7.952893706976893,-6.401548393301515,-0.0340422422416941,0.0,1.94707274432108,1
2024-01-01,2024-01,941.2560227272728,80.227,36190806342.2375,18.75,4.71225973461753,3.042718795756372,5.610748530365872,0.0,1.919541147849154,1
2024-02-01,2024-02,1504.8205238095238,83.764,35652308908.323746,22.75,59.87366746927503,4.408740199683381,-1.487939861912635,4.0,30.954400225405998,1
2024-03-01,2024-03,1510.8432,85.447,35162365851.43875,24.75,0.4002255481756478,2.0092163698008703,-1.3742253219695575,2.0,33.162390434638844,1
2024-04-01,2024-04,1236.5577222222223,90.054,35334099704.86875,24.75,-18.154463532534525,5.391646283661222,0.4884024418481347,0.0,40.76304700841143,1
2024-05-01,2024-05,1435.5678181818182,81.995,35460934398.17,26.25,16.093878383772832,-8.949074999444772,0.3589583273966079,1.5,17.144076480533876,1
2024-06-01,2024-06,1481.7662352941177,82.555,36111516461.01857,26.25,3.218128501293016,0.6829684736874286,1.8346444443442025,0.0,17.29894770064017,1
2024-07-01,2024-07,1557.570125,85.296,35829156466.33,26.75,5.115779257234587,3.320210768578513,-0.7819112082799617,0.5,6.951075142976141,1
2024-08-01,2024-08,1586.9394545454545,80.863,35164199787.00223,26.75,1.885586342088752,-5.197195648096054,-1.855909390310817,0.0,1.6233141648410176,1
2024-09-01,2024-09,1617.7167,74.293,36158109424.26,27.25,1.939408927441466,-8.124853146680177,2.826481601396069,0.5,1.849611293026307,1
2024-10-01,2024-10,1640.663863636364,75.662,35656260204.01143,27.25,1.4184908665629825,1.8427038886570823,-1.387929922884357,0.0,0.2864817271951534,0
2024-11-01,2024-11,1670.2764285714286,74.395,36503696795.91875,27.5,1.8049135835436212,-1.6745526155798274,2.3766838896132514,0.25,0.2704216275493122,0
2024-12-01,2024-12,1553.253995,73.833,36211706769.09125,27.5,-7.006171647379156,-0.7554271120370992,-0.7998916615484908,0.0,4.9792818079285,1
